"obsYears","collarCount","cowMult","collarInterval","assessmentYrs","tA","obsAnthroSlope","projAnthroSlope","rep","interannualVar","sQuantile","rQuantile","preYears","iAnthro","projYears","repBatch","N0","qMax","uMax","zMax","pageLab","pageId"
8,20,6,1,1,20,1,1,5,"list(R_CV=0.46,S_CV=0.087)",0.261449811072089,0.359824704746716,16,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,20,6,1,1,20,1,1,5,"list(R_CV=0.46,S_CV=0.087)",0.261449811072089,0.359824704746716,8,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,20,6,1,1,20,1,1,5,"list(R_CV=0.46,S_CV=0.087)",0.261449811072089,0.359824704746716,0,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,60,6,1,1,20,1,1,5,"list(R_CV=0.46,S_CV=0.087)",0.261449811072089,0.359824704746716,22,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,60,6,1,1,20,1,1,5,"list(R_CV=0.46,S_CV=0.087)",0.261449811072089,0.359824704746716,20,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,60,6,1,1,20,1,1,5,"list(R_CV=0.46,S_CV=0.087)",0.261449811072089,0.359824704746716,16,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,60,6,1,1,20,1,1,5,"list(R_CV=0.46,S_CV=0.087)",0.261449811072089,0.359824704746716,8,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,60,6,1,1,20,1,1,5,"list(R_CV=0.46,S_CV=0.087)",0.261449811072089,0.359824704746716,0,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,20,6,1,1,40,1,1,5,"list(R_CV=0.46,S_CV=0.087)",0.21642788675148,0.360453360937536,22,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,20,6,1,1,40,1,1,5,"list(R_CV=0.46,S_CV=0.087)",0.21642788675148,0.360453360937536,20,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,20,6,1,1,40,1,1,5,"list(R_CV=0.46,S_CV=0.087)",0.21642788675148,0.360453360937536,16,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,20,6,1,1,40,1,1,5,"list(R_CV=0.46,S_CV=0.087)",0.21642788675148,0.360453360937536,8,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,20,6,1,1,40,1,1,5,"list(R_CV=0.46,S_CV=0.087)",0.21642788675148,0.360453360937536,0,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,60,6,1,1,40,1,1,5,"list(R_CV=0.46,S_CV=0.087)",0.21642788675148,0.360453360937536,22,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,60,6,1,1,40,1,1,5,"list(R_CV=0.46,S_CV=0.087)",0.21642788675148,0.360453360937536,20,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,60,6,1,1,40,1,1,5,"list(R_CV=0.46,S_CV=0.087)",0.21642788675148,0.360453360937536,16,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,60,6,1,1,40,1,1,5,"list(R_CV=0.46,S_CV=0.087)",0.21642788675148,0.360453360937536,8,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,60,6,1,1,40,1,1,5,"list(R_CV=0.46,S_CV=0.087)",0.21642788675148,0.360453360937536,0,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,20,6,1,1,0,0,1,6,"list(R_CV=0.46,S_CV=0.087)",0.182278251694515,0.982532219695859,22,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,20,6,1,1,0,0,1,6,"list(R_CV=0.46,S_CV=0.087)",0.182278251694515,0.982532219695859,20,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,20,6,1,1,0,0,1,6,"list(R_CV=0.46,S_CV=0.087)",0.182278251694515,0.982532219695859,16,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,20,6,1,1,0,0,1,6,"list(R_CV=0.46,S_CV=0.087)",0.182278251694515,0.982532219695859,8,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,20,6,1,1,0,0,1,6,"list(R_CV=0.46,S_CV=0.087)",0.182278251694515,0.982532219695859,0,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,60,6,1,1,0,0,1,6,"list(R_CV=0.46,S_CV=0.087)",0.182278251694515,0.982532219695859,22,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,60,6,1,1,0,0,1,6,"list(R_CV=0.46,S_CV=0.087)",0.182278251694515,0.982532219695859,20,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,60,6,1,1,0,0,1,6,"list(R_CV=0.46,S_CV=0.087)",0.182278251694515,0.982532219695859,16,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,60,6,1,1,0,0,1,6,"list(R_CV=0.46,S_CV=0.087)",0.182278251694515,0.982532219695859,8,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,60,6,1,1,0,0,1,6,"list(R_CV=0.46,S_CV=0.087)",0.182278251694515,0.982532219695859,0,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,20,6,1,1,20,1,1,6,"list(R_CV=0.46,S_CV=0.087)",0.429899674225599,0.078471537171863,22,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,20,6,1,1,20,1,1,6,"list(R_CV=0.46,S_CV=0.087)",0.429899674225599,0.078471537171863,20,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,20,6,1,1,20,1,1,6,"list(R_CV=0.46,S_CV=0.087)",0.429899674225599,0.078471537171863,16,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,20,6,1,1,20,1,1,6,"list(R_CV=0.46,S_CV=0.087)",0.429899674225599,0.078471537171863,8,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,20,6,1,1,20,1,1,6,"list(R_CV=0.46,S_CV=0.087)",0.429899674225599,0.078471537171863,0,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,60,6,1,1,20,1,1,6,"list(R_CV=0.46,S_CV=0.087)",0.429899674225599,0.078471537171863,22,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,60,6,1,1,20,1,1,6,"list(R_CV=0.46,S_CV=0.087)",0.429899674225599,0.078471537171863,20,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,60,6,1,1,20,1,1,6,"list(R_CV=0.46,S_CV=0.087)",0.429899674225599,0.078471537171863,16,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,60,6,1,1,20,1,1,6,"list(R_CV=0.46,S_CV=0.087)",0.429899674225599,0.078471537171863,8,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,60,6,1,1,20,1,1,6,"list(R_CV=0.46,S_CV=0.087)",0.429899674225599,0.078471537171863,0,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,20,6,1,1,40,1,1,6,"list(R_CV=0.46,S_CV=0.087)",0.614965880149975,0.368017408093438,22,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,20,6,1,1,40,1,1,6,"list(R_CV=0.46,S_CV=0.087)",0.614965880149975,0.368017408093438,20,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,20,6,1,1,40,1,1,6,"list(R_CV=0.46,S_CV=0.087)",0.614965880149975,0.368017408093438,16,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,20,6,1,1,40,1,1,6,"list(R_CV=0.46,S_CV=0.087)",0.614965880149975,0.368017408093438,8,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,20,6,1,1,40,1,1,6,"list(R_CV=0.46,S_CV=0.087)",0.614965880149975,0.368017408093438,0,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,60,6,1,1,40,1,1,6,"list(R_CV=0.46,S_CV=0.087)",0.614965880149975,0.368017408093438,22,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,60,6,1,1,40,1,1,6,"list(R_CV=0.46,S_CV=0.087)",0.614965880149975,0.368017408093438,20,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,60,6,1,1,40,1,1,6,"list(R_CV=0.46,S_CV=0.087)",0.614965880149975,0.368017408093438,16,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,60,6,1,1,40,1,1,6,"list(R_CV=0.46,S_CV=0.087)",0.614965880149975,0.368017408093438,8,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,60,6,1,1,40,1,1,6,"list(R_CV=0.46,S_CV=0.087)",0.614965880149975,0.368017408093438,0,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,20,6,1,1,0,0,1,7,"list(R_CV=0.46,S_CV=0.087)",0.709317635097541,0.728740361235105,22,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,20,6,1,1,0,0,1,7,"list(R_CV=0.46,S_CV=0.087)",0.709317635097541,0.728740361235105,20,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,20,6,1,1,0,0,1,7,"list(R_CV=0.46,S_CV=0.087)",0.709317635097541,0.728740361235105,16,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,20,6,1,1,0,0,1,7,"list(R_CV=0.46,S_CV=0.087)",0.709317635097541,0.728740361235105,8,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,20,6,1,1,0,0,1,7,"list(R_CV=0.46,S_CV=0.087)",0.709317635097541,0.728740361235105,0,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,60,6,1,1,0,0,1,7,"list(R_CV=0.46,S_CV=0.087)",0.709317635097541,0.728740361235105,22,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,60,6,1,1,0,0,1,7,"list(R_CV=0.46,S_CV=0.087)",0.709317635097541,0.728740361235105,20,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,60,6,1,1,0,0,1,7,"list(R_CV=0.46,S_CV=0.087)",0.709317635097541,0.728740361235105,16,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,60,6,1,1,0,0,1,7,"list(R_CV=0.46,S_CV=0.087)",0.709317635097541,0.728740361235105,8,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,60,6,1,1,0,0,1,7,"list(R_CV=0.46,S_CV=0.087)",0.709317635097541,0.728740361235105,0,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,20,6,1,1,20,1,1,7,"list(R_CV=0.46,S_CV=0.087)",0.818684929986484,0.0967461563879624,22,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,20,6,1,1,20,1,1,7,"list(R_CV=0.46,S_CV=0.087)",0.818684929986484,0.0967461563879624,20,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,20,6,1,1,20,1,1,7,"list(R_CV=0.46,S_CV=0.087)",0.818684929986484,0.0967461563879624,16,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,20,6,1,1,20,1,1,7,"list(R_CV=0.46,S_CV=0.087)",0.818684929986484,0.0967461563879624,8,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,20,6,1,1,20,1,1,7,"list(R_CV=0.46,S_CV=0.087)",0.818684929986484,0.0967461563879624,0,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,60,6,1,1,20,1,1,7,"list(R_CV=0.46,S_CV=0.087)",0.818684929986484,0.0967461563879624,22,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,60,6,1,1,20,1,1,7,"list(R_CV=0.46,S_CV=0.087)",0.818684929986484,0.0967461563879624,20,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,60,6,1,1,20,1,1,7,"list(R_CV=0.46,S_CV=0.087)",0.818684929986484,0.0967461563879624,16,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,60,6,1,1,20,1,1,7,"list(R_CV=0.46,S_CV=0.087)",0.818684929986484,0.0967461563879624,8,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,60,6,1,1,20,1,1,7,"list(R_CV=0.46,S_CV=0.087)",0.818684929986484,0.0967461563879624,0,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,20,6,1,1,40,1,1,7,"list(R_CV=0.46,S_CV=0.087)",0.708639451679774,0.717104945750907,22,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,20,6,1,1,40,1,1,7,"list(R_CV=0.46,S_CV=0.087)",0.708639451679774,0.717104945750907,20,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,20,6,1,1,40,1,1,7,"list(R_CV=0.46,S_CV=0.087)",0.708639451679774,0.717104945750907,16,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,20,6,1,1,40,1,1,7,"list(R_CV=0.46,S_CV=0.087)",0.708639451679774,0.717104945750907,8,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,20,6,1,1,40,1,1,7,"list(R_CV=0.46,S_CV=0.087)",0.708639451679774,0.717104945750907,0,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,60,6,1,1,40,1,1,7,"list(R_CV=0.46,S_CV=0.087)",0.708639451679774,0.717104945750907,22,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,60,6,1,1,40,1,1,7,"list(R_CV=0.46,S_CV=0.087)",0.708639451679774,0.717104945750907,20,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,60,6,1,1,40,1,1,7,"list(R_CV=0.46,S_CV=0.087)",0.708639451679774,0.717104945750907,16,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,60,6,1,1,40,1,1,7,"list(R_CV=0.46,S_CV=0.087)",0.708639451679774,0.717104945750907,8,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,60,6,1,1,40,1,1,7,"list(R_CV=0.46,S_CV=0.087)",0.708639451679774,0.717104945750907,0,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,20,6,1,1,0,0,1,8,"list(R_CV=0.46,S_CV=0.087)",0.716657970165834,0.0648942173924297,22,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,20,6,1,1,0,0,1,8,"list(R_CV=0.46,S_CV=0.087)",0.716657970165834,0.0648942173924297,20,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,20,6,1,1,0,0,1,8,"list(R_CV=0.46,S_CV=0.087)",0.716657970165834,0.0648942173924297,16,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,20,6,1,1,0,0,1,8,"list(R_CV=0.46,S_CV=0.087)",0.716657970165834,0.0648942173924297,8,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,20,6,1,1,0,0,1,8,"list(R_CV=0.46,S_CV=0.087)",0.716657970165834,0.0648942173924297,0,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,60,6,1,1,0,0,1,8,"list(R_CV=0.46,S_CV=0.087)",0.716657970165834,0.0648942173924297,22,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,60,6,1,1,0,0,1,8,"list(R_CV=0.46,S_CV=0.087)",0.716657970165834,0.0648942173924297,20,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,60,6,1,1,0,0,1,8,"list(R_CV=0.46,S_CV=0.087)",0.716657970165834,0.0648942173924297,16,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,60,6,1,1,0,0,1,8,"list(R_CV=0.46,S_CV=0.087)",0.716657970165834,0.0648942173924297,8,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,60,6,1,1,0,0,1,8,"list(R_CV=0.46,S_CV=0.087)",0.716657970165834,0.0648942173924297,0,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,20,6,1,1,20,1,1,8,"list(R_CV=0.46,S_CV=0.087)",0.322950876434334,0.549728773524985,22,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,20,6,1,1,20,1,1,8,"list(R_CV=0.46,S_CV=0.087)",0.322950876434334,0.549728773524985,20,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,20,6,1,1,20,1,1,8,"list(R_CV=0.46,S_CV=0.087)",0.322950876434334,0.549728773524985,16,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,20,6,1,1,20,1,1,8,"list(R_CV=0.46,S_CV=0.087)",0.322950876434334,0.549728773524985,8,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,20,6,1,1,20,1,1,8,"list(R_CV=0.46,S_CV=0.087)",0.322950876434334,0.549728773524985,0,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,60,6,1,1,20,1,1,8,"list(R_CV=0.46,S_CV=0.087)",0.322950876434334,0.549728773524985,22,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,60,6,1,1,20,1,1,8,"list(R_CV=0.46,S_CV=0.087)",0.322950876434334,0.549728773524985,20,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,60,6,1,1,20,1,1,8,"list(R_CV=0.46,S_CV=0.087)",0.322950876434334,0.549728773524985,16,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,60,6,1,1,20,1,1,8,"list(R_CV=0.46,S_CV=0.087)",0.322950876434334,0.549728773524985,8,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,60,6,1,1,20,1,1,8,"list(R_CV=0.46,S_CV=0.087)",0.322950876434334,0.549728773524985,0,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,20,6,1,1,40,1,1,8,"list(R_CV=0.46,S_CV=0.087)",0.357158958953805,0.808973082047887,22,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,20,6,1,1,40,1,1,8,"list(R_CV=0.46,S_CV=0.087)",0.357158958953805,0.808973082047887,20,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,20,6,1,1,40,1,1,8,"list(R_CV=0.46,S_CV=0.087)",0.357158958953805,0.808973082047887,16,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,20,6,1,1,40,1,1,8,"list(R_CV=0.46,S_CV=0.087)",0.357158958953805,0.808973082047887,8,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,20,6,1,1,40,1,1,8,"list(R_CV=0.46,S_CV=0.087)",0.357158958953805,0.808973082047887,0,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,60,6,1,1,40,1,1,8,"list(R_CV=0.46,S_CV=0.087)",0.357158958953805,0.808973082047887,22,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,60,6,1,1,40,1,1,8,"list(R_CV=0.46,S_CV=0.087)",0.357158958953805,0.808973082047887,20,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,60,6,1,1,40,1,1,8,"list(R_CV=0.46,S_CV=0.087)",0.357158958953805,0.808973082047887,16,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,60,6,1,1,40,1,1,8,"list(R_CV=0.46,S_CV=0.087)",0.357158958953805,0.808973082047887,8,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,60,6,1,1,40,1,1,8,"list(R_CV=0.46,S_CV=0.087)",0.357158958953805,0.808973082047887,0,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,20,6,1,1,0,0,1,9,"list(R_CV=0.46,S_CV=0.087)",0.730565774701536,0.737673800769262,22,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,20,6,1,1,0,0,1,9,"list(R_CV=0.46,S_CV=0.087)",0.730565774701536,0.737673800769262,20,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,20,6,1,1,0,0,1,9,"list(R_CV=0.46,S_CV=0.087)",0.730565774701536,0.737673800769262,16,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,20,6,1,1,0,0,1,9,"list(R_CV=0.46,S_CV=0.087)",0.730565774701536,0.737673800769262,8,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,20,6,1,1,0,0,1,9,"list(R_CV=0.46,S_CV=0.087)",0.730565774701536,0.737673800769262,0,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,60,6,1,1,0,0,1,9,"list(R_CV=0.46,S_CV=0.087)",0.730565774701536,0.737673800769262,22,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,60,6,1,1,0,0,1,9,"list(R_CV=0.46,S_CV=0.087)",0.730565774701536,0.737673800769262,20,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,60,6,1,1,0,0,1,9,"list(R_CV=0.46,S_CV=0.087)",0.730565774701536,0.737673800769262,16,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,60,6,1,1,0,0,1,9,"list(R_CV=0.46,S_CV=0.087)",0.730565774701536,0.737673800769262,8,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,60,6,1,1,0,0,1,9,"list(R_CV=0.46,S_CV=0.087)",0.730565774701536,0.737673800769262,0,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,20,6,1,1,20,1,1,9,"list(R_CV=0.46,S_CV=0.087)",0.268269016048871,0.629543238105252,22,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,20,6,1,1,20,1,1,9,"list(R_CV=0.46,S_CV=0.087)",0.268269016048871,0.629543238105252,20,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,20,6,1,1,20,1,1,9,"list(R_CV=0.46,S_CV=0.087)",0.268269016048871,0.629543238105252,16,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,20,6,1,1,20,1,1,9,"list(R_CV=0.46,S_CV=0.087)",0.268269016048871,0.629543238105252,8,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,20,6,1,1,20,1,1,9,"list(R_CV=0.46,S_CV=0.087)",0.268269016048871,0.629543238105252,0,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,60,6,1,1,20,1,1,9,"list(R_CV=0.46,S_CV=0.087)",0.268269016048871,0.629543238105252,22,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,60,6,1,1,20,1,1,9,"list(R_CV=0.46,S_CV=0.087)",0.268269016048871,0.629543238105252,20,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,60,6,1,1,20,1,1,9,"list(R_CV=0.46,S_CV=0.087)",0.268269016048871,0.629543238105252,16,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,60,6,1,1,20,1,1,9,"list(R_CV=0.46,S_CV=0.087)",0.268269016048871,0.629543238105252,8,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,60,6,1,1,20,1,1,9,"list(R_CV=0.46,S_CV=0.087)",0.268269016048871,0.629543238105252,0,-3,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,20,6,1,1,40,1,1,9,"list(R_CV=0.46,S_CV=0.087)",0.0901094144256785,0.501612398861907,22,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,20,6,1,1,40,1,1,9,"list(R_CV=0.46,S_CV=0.087)",0.0901094144256785,0.501612398861907,20,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,20,6,1,1,40,1,1,9,"list(R_CV=0.46,S_CV=0.087)",0.0901094144256785,0.501612398861907,16,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,20,6,1,1,40,1,1,9,"list(R_CV=0.46,S_CV=0.087)",0.0901094144256785,0.501612398861907,8,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,20,6,1,1,40,1,1,9,"list(R_CV=0.46,S_CV=0.087)",0.0901094144256785,0.501612398861907,0,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,60,6,1,1,40,1,1,9,"list(R_CV=0.46,S_CV=0.087)",0.0901094144256785,0.501612398861907,22,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
4,60,6,1,1,40,1,1,9,"list(R_CV=0.46,S_CV=0.087)",0.0901094144256785,0.501612398861907,20,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
8,60,6,1,1,40,1,1,9,"list(R_CV=0.46,S_CV=0.087)",0.0901094144256785,0.501612398861907,16,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
16,60,6,1,1,40,1,1,9,"list(R_CV=0.46,S_CV=0.087)",0.0901094144256785,0.501612398861907,8,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
24,60,6,1,1,40,1,1,9,"list(R_CV=0.46,S_CV=0.087)",0.0901094144256785,0.501612398861907,0,17,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
2,20,6,1,1,0,0,1,10,"list(R_CV=0.46,S_CV=0.087)",0.504836195586249,0.810967110646889,22,0,20,1,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch1",1
