"obsYears","collarCount","cowMult","collarInterval","assessmentYrs","tA","obsAnthroSlope","projAnthroSlope","rep","interannualVar","sQuantile","rQuantile","preYears","iAnthro","projYears","repBatch","N0","qMax","uMax","zMax","pageLab","pageId"
8,60,6,1,1,0,0,1,145,"list(R_CV=0.46,S_CV=0.087)",0.560049019451253,0.936199770527892,16,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,60,6,1,1,0,0,1,145,"list(R_CV=0.46,S_CV=0.087)",0.560049019451253,0.936199770527892,8,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,60,6,1,1,0,0,1,145,"list(R_CV=0.46,S_CV=0.087)",0.560049019451253,0.936199770527892,0,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,20,6,1,1,20,1,1,145,"list(R_CV=0.46,S_CV=0.087)",0.0258055138029158,0.891121679800563,22,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,20,6,1,1,20,1,1,145,"list(R_CV=0.46,S_CV=0.087)",0.0258055138029158,0.891121679800563,20,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,20,6,1,1,20,1,1,145,"list(R_CV=0.46,S_CV=0.087)",0.0258055138029158,0.891121679800563,16,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,20,6,1,1,20,1,1,145,"list(R_CV=0.46,S_CV=0.087)",0.0258055138029158,0.891121679800563,8,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,20,6,1,1,20,1,1,145,"list(R_CV=0.46,S_CV=0.087)",0.0258055138029158,0.891121679800563,0,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,60,6,1,1,20,1,1,145,"list(R_CV=0.46,S_CV=0.087)",0.0258055138029158,0.891121679800563,22,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,60,6,1,1,20,1,1,145,"list(R_CV=0.46,S_CV=0.087)",0.0258055138029158,0.891121679800563,20,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,60,6,1,1,20,1,1,145,"list(R_CV=0.46,S_CV=0.087)",0.0258055138029158,0.891121679800563,16,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,60,6,1,1,20,1,1,145,"list(R_CV=0.46,S_CV=0.087)",0.0258055138029158,0.891121679800563,8,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,60,6,1,1,20,1,1,145,"list(R_CV=0.46,S_CV=0.087)",0.0258055138029158,0.891121679800563,0,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,20,6,1,1,40,1,1,145,"list(R_CV=0.46,S_CV=0.087)",0.550692273736931,0.213749346556142,22,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,20,6,1,1,40,1,1,145,"list(R_CV=0.46,S_CV=0.087)",0.550692273736931,0.213749346556142,20,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,20,6,1,1,40,1,1,145,"list(R_CV=0.46,S_CV=0.087)",0.550692273736931,0.213749346556142,16,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,20,6,1,1,40,1,1,145,"list(R_CV=0.46,S_CV=0.087)",0.550692273736931,0.213749346556142,8,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,20,6,1,1,40,1,1,145,"list(R_CV=0.46,S_CV=0.087)",0.550692273736931,0.213749346556142,0,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,60,6,1,1,40,1,1,145,"list(R_CV=0.46,S_CV=0.087)",0.550692273736931,0.213749346556142,22,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,60,6,1,1,40,1,1,145,"list(R_CV=0.46,S_CV=0.087)",0.550692273736931,0.213749346556142,20,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,60,6,1,1,40,1,1,145,"list(R_CV=0.46,S_CV=0.087)",0.550692273736931,0.213749346556142,16,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,60,6,1,1,40,1,1,145,"list(R_CV=0.46,S_CV=0.087)",0.550692273736931,0.213749346556142,8,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,60,6,1,1,40,1,1,145,"list(R_CV=0.46,S_CV=0.087)",0.550692273736931,0.213749346556142,0,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,20,6,1,1,0,0,1,146,"list(R_CV=0.46,S_CV=0.087)",0.733398673259653,0.156298611876555,22,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,20,6,1,1,0,0,1,146,"list(R_CV=0.46,S_CV=0.087)",0.733398673259653,0.156298611876555,20,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,20,6,1,1,0,0,1,146,"list(R_CV=0.46,S_CV=0.087)",0.733398673259653,0.156298611876555,16,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,20,6,1,1,0,0,1,146,"list(R_CV=0.46,S_CV=0.087)",0.733398673259653,0.156298611876555,8,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,20,6,1,1,0,0,1,146,"list(R_CV=0.46,S_CV=0.087)",0.733398673259653,0.156298611876555,0,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,60,6,1,1,0,0,1,146,"list(R_CV=0.46,S_CV=0.087)",0.733398673259653,0.156298611876555,22,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,60,6,1,1,0,0,1,146,"list(R_CV=0.46,S_CV=0.087)",0.733398673259653,0.156298611876555,20,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,60,6,1,1,0,0,1,146,"list(R_CV=0.46,S_CV=0.087)",0.733398673259653,0.156298611876555,16,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,60,6,1,1,0,0,1,146,"list(R_CV=0.46,S_CV=0.087)",0.733398673259653,0.156298611876555,8,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,60,6,1,1,0,0,1,146,"list(R_CV=0.46,S_CV=0.087)",0.733398673259653,0.156298611876555,0,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,20,6,1,1,20,1,1,146,"list(R_CV=0.46,S_CV=0.087)",0.943907829266973,0.943209896474145,22,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,20,6,1,1,20,1,1,146,"list(R_CV=0.46,S_CV=0.087)",0.943907829266973,0.943209896474145,20,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,20,6,1,1,20,1,1,146,"list(R_CV=0.46,S_CV=0.087)",0.943907829266973,0.943209896474145,16,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,20,6,1,1,20,1,1,146,"list(R_CV=0.46,S_CV=0.087)",0.943907829266973,0.943209896474145,8,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,20,6,1,1,20,1,1,146,"list(R_CV=0.46,S_CV=0.087)",0.943907829266973,0.943209896474145,0,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,60,6,1,1,20,1,1,146,"list(R_CV=0.46,S_CV=0.087)",0.943907829266973,0.943209896474145,22,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,60,6,1,1,20,1,1,146,"list(R_CV=0.46,S_CV=0.087)",0.943907829266973,0.943209896474145,20,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,60,6,1,1,20,1,1,146,"list(R_CV=0.46,S_CV=0.087)",0.943907829266973,0.943209896474145,16,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,60,6,1,1,20,1,1,146,"list(R_CV=0.46,S_CV=0.087)",0.943907829266973,0.943209896474145,8,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,60,6,1,1,20,1,1,146,"list(R_CV=0.46,S_CV=0.087)",0.943907829266973,0.943209896474145,0,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,20,6,1,1,40,1,1,146,"list(R_CV=0.46,S_CV=0.087)",0.900099718002602,0.756473822863773,22,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,20,6,1,1,40,1,1,146,"list(R_CV=0.46,S_CV=0.087)",0.900099718002602,0.756473822863773,20,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,20,6,1,1,40,1,1,146,"list(R_CV=0.46,S_CV=0.087)",0.900099718002602,0.756473822863773,16,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,20,6,1,1,40,1,1,146,"list(R_CV=0.46,S_CV=0.087)",0.900099718002602,0.756473822863773,8,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,20,6,1,1,40,1,1,146,"list(R_CV=0.46,S_CV=0.087)",0.900099718002602,0.756473822863773,0,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,60,6,1,1,40,1,1,146,"list(R_CV=0.46,S_CV=0.087)",0.900099718002602,0.756473822863773,22,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,60,6,1,1,40,1,1,146,"list(R_CV=0.46,S_CV=0.087)",0.900099718002602,0.756473822863773,20,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,60,6,1,1,40,1,1,146,"list(R_CV=0.46,S_CV=0.087)",0.900099718002602,0.756473822863773,16,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,60,6,1,1,40,1,1,146,"list(R_CV=0.46,S_CV=0.087)",0.900099718002602,0.756473822863773,8,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,60,6,1,1,40,1,1,146,"list(R_CV=0.46,S_CV=0.087)",0.900099718002602,0.756473822863773,0,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,20,6,1,1,0,0,1,147,"list(R_CV=0.46,S_CV=0.087)",0.969486809405498,0.298818791634403,22,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,20,6,1,1,0,0,1,147,"list(R_CV=0.46,S_CV=0.087)",0.969486809405498,0.298818791634403,20,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,20,6,1,1,0,0,1,147,"list(R_CV=0.46,S_CV=0.087)",0.969486809405498,0.298818791634403,16,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,20,6,1,1,0,0,1,147,"list(R_CV=0.46,S_CV=0.087)",0.969486809405498,0.298818791634403,8,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,20,6,1,1,0,0,1,147,"list(R_CV=0.46,S_CV=0.087)",0.969486809405498,0.298818791634403,0,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,60,6,1,1,0,0,1,147,"list(R_CV=0.46,S_CV=0.087)",0.969486809405498,0.298818791634403,22,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,60,6,1,1,0,0,1,147,"list(R_CV=0.46,S_CV=0.087)",0.969486809405498,0.298818791634403,20,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,60,6,1,1,0,0,1,147,"list(R_CV=0.46,S_CV=0.087)",0.969486809405498,0.298818791634403,16,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,60,6,1,1,0,0,1,147,"list(R_CV=0.46,S_CV=0.087)",0.969486809405498,0.298818791634403,8,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,60,6,1,1,0,0,1,147,"list(R_CV=0.46,S_CV=0.087)",0.969486809405498,0.298818791634403,0,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,20,6,1,1,20,1,1,147,"list(R_CV=0.46,S_CV=0.087)",0.0436169988336042,0.263616952341981,22,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,20,6,1,1,20,1,1,147,"list(R_CV=0.46,S_CV=0.087)",0.0436169988336042,0.263616952341981,20,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,20,6,1,1,20,1,1,147,"list(R_CV=0.46,S_CV=0.087)",0.0436169988336042,0.263616952341981,16,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,20,6,1,1,20,1,1,147,"list(R_CV=0.46,S_CV=0.087)",0.0436169988336042,0.263616952341981,8,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,20,6,1,1,20,1,1,147,"list(R_CV=0.46,S_CV=0.087)",0.0436169988336042,0.263616952341981,0,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,60,6,1,1,20,1,1,147,"list(R_CV=0.46,S_CV=0.087)",0.0436169988336042,0.263616952341981,22,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,60,6,1,1,20,1,1,147,"list(R_CV=0.46,S_CV=0.087)",0.0436169988336042,0.263616952341981,20,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,60,6,1,1,20,1,1,147,"list(R_CV=0.46,S_CV=0.087)",0.0436169988336042,0.263616952341981,16,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,60,6,1,1,20,1,1,147,"list(R_CV=0.46,S_CV=0.087)",0.0436169988336042,0.263616952341981,8,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,60,6,1,1,20,1,1,147,"list(R_CV=0.46,S_CV=0.087)",0.0436169988336042,0.263616952341981,0,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,20,6,1,1,40,1,1,147,"list(R_CV=0.46,S_CV=0.087)",0.625000117914751,0.577863170010969,22,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,20,6,1,1,40,1,1,147,"list(R_CV=0.46,S_CV=0.087)",0.625000117914751,0.577863170010969,20,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,20,6,1,1,40,1,1,147,"list(R_CV=0.46,S_CV=0.087)",0.625000117914751,0.577863170010969,16,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,20,6,1,1,40,1,1,147,"list(R_CV=0.46,S_CV=0.087)",0.625000117914751,0.577863170010969,8,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,20,6,1,1,40,1,1,147,"list(R_CV=0.46,S_CV=0.087)",0.625000117914751,0.577863170010969,0,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,60,6,1,1,40,1,1,147,"list(R_CV=0.46,S_CV=0.087)",0.625000117914751,0.577863170010969,22,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,60,6,1,1,40,1,1,147,"list(R_CV=0.46,S_CV=0.087)",0.625000117914751,0.577863170010969,20,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,60,6,1,1,40,1,1,147,"list(R_CV=0.46,S_CV=0.087)",0.625000117914751,0.577863170010969,16,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,60,6,1,1,40,1,1,147,"list(R_CV=0.46,S_CV=0.087)",0.625000117914751,0.577863170010969,8,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,60,6,1,1,40,1,1,147,"list(R_CV=0.46,S_CV=0.087)",0.625000117914751,0.577863170010969,0,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,20,6,1,1,0,0,1,148,"list(R_CV=0.46,S_CV=0.087)",0.253473780415952,0.942481654183939,22,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,20,6,1,1,0,0,1,148,"list(R_CV=0.46,S_CV=0.087)",0.253473780415952,0.942481654183939,20,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,20,6,1,1,0,0,1,148,"list(R_CV=0.46,S_CV=0.087)",0.253473780415952,0.942481654183939,16,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,20,6,1,1,0,0,1,148,"list(R_CV=0.46,S_CV=0.087)",0.253473780415952,0.942481654183939,8,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,20,6,1,1,0,0,1,148,"list(R_CV=0.46,S_CV=0.087)",0.253473780415952,0.942481654183939,0,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,60,6,1,1,0,0,1,148,"list(R_CV=0.46,S_CV=0.087)",0.253473780415952,0.942481654183939,22,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,60,6,1,1,0,0,1,148,"list(R_CV=0.46,S_CV=0.087)",0.253473780415952,0.942481654183939,20,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,60,6,1,1,0,0,1,148,"list(R_CV=0.46,S_CV=0.087)",0.253473780415952,0.942481654183939,16,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,60,6,1,1,0,0,1,148,"list(R_CV=0.46,S_CV=0.087)",0.253473780415952,0.942481654183939,8,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,60,6,1,1,0,0,1,148,"list(R_CV=0.46,S_CV=0.087)",0.253473780415952,0.942481654183939,0,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,20,6,1,1,20,1,1,148,"list(R_CV=0.46,S_CV=0.087)",0.745406315429136,0.545315289041027,22,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,20,6,1,1,20,1,1,148,"list(R_CV=0.46,S_CV=0.087)",0.745406315429136,0.545315289041027,20,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,20,6,1,1,20,1,1,148,"list(R_CV=0.46,S_CV=0.087)",0.745406315429136,0.545315289041027,16,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,20,6,1,1,20,1,1,148,"list(R_CV=0.46,S_CV=0.087)",0.745406315429136,0.545315289041027,8,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,20,6,1,1,20,1,1,148,"list(R_CV=0.46,S_CV=0.087)",0.745406315429136,0.545315289041027,0,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,60,6,1,1,20,1,1,148,"list(R_CV=0.46,S_CV=0.087)",0.745406315429136,0.545315289041027,22,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,60,6,1,1,20,1,1,148,"list(R_CV=0.46,S_CV=0.087)",0.745406315429136,0.545315289041027,20,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,60,6,1,1,20,1,1,148,"list(R_CV=0.46,S_CV=0.087)",0.745406315429136,0.545315289041027,16,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,60,6,1,1,20,1,1,148,"list(R_CV=0.46,S_CV=0.087)",0.745406315429136,0.545315289041027,8,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,60,6,1,1,20,1,1,148,"list(R_CV=0.46,S_CV=0.087)",0.745406315429136,0.545315289041027,0,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,20,6,1,1,40,1,1,148,"list(R_CV=0.46,S_CV=0.087)",0.774844800429419,0.511140066776425,22,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,20,6,1,1,40,1,1,148,"list(R_CV=0.46,S_CV=0.087)",0.774844800429419,0.511140066776425,20,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,20,6,1,1,40,1,1,148,"list(R_CV=0.46,S_CV=0.087)",0.774844800429419,0.511140066776425,16,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,20,6,1,1,40,1,1,148,"list(R_CV=0.46,S_CV=0.087)",0.774844800429419,0.511140066776425,8,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,20,6,1,1,40,1,1,148,"list(R_CV=0.46,S_CV=0.087)",0.774844800429419,0.511140066776425,0,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,60,6,1,1,40,1,1,148,"list(R_CV=0.46,S_CV=0.087)",0.774844800429419,0.511140066776425,22,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,60,6,1,1,40,1,1,148,"list(R_CV=0.46,S_CV=0.087)",0.774844800429419,0.511140066776425,20,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,60,6,1,1,40,1,1,148,"list(R_CV=0.46,S_CV=0.087)",0.774844800429419,0.511140066776425,16,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,60,6,1,1,40,1,1,148,"list(R_CV=0.46,S_CV=0.087)",0.774844800429419,0.511140066776425,8,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,60,6,1,1,40,1,1,148,"list(R_CV=0.46,S_CV=0.087)",0.774844800429419,0.511140066776425,0,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,20,6,1,1,0,0,1,149,"list(R_CV=0.46,S_CV=0.087)",0.235919657209888,0.543692571464926,22,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,20,6,1,1,0,0,1,149,"list(R_CV=0.46,S_CV=0.087)",0.235919657209888,0.543692571464926,20,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,20,6,1,1,0,0,1,149,"list(R_CV=0.46,S_CV=0.087)",0.235919657209888,0.543692571464926,16,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,20,6,1,1,0,0,1,149,"list(R_CV=0.46,S_CV=0.087)",0.235919657209888,0.543692571464926,8,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,20,6,1,1,0,0,1,149,"list(R_CV=0.46,S_CV=0.087)",0.235919657209888,0.543692571464926,0,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,60,6,1,1,0,0,1,149,"list(R_CV=0.46,S_CV=0.087)",0.235919657209888,0.543692571464926,22,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,60,6,1,1,0,0,1,149,"list(R_CV=0.46,S_CV=0.087)",0.235919657209888,0.543692571464926,20,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,60,6,1,1,0,0,1,149,"list(R_CV=0.46,S_CV=0.087)",0.235919657209888,0.543692571464926,16,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,60,6,1,1,0,0,1,149,"list(R_CV=0.46,S_CV=0.087)",0.235919657209888,0.543692571464926,8,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,60,6,1,1,0,0,1,149,"list(R_CV=0.46,S_CV=0.087)",0.235919657209888,0.543692571464926,0,0,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,20,6,1,1,20,1,1,149,"list(R_CV=0.46,S_CV=0.087)",0.315641158213839,0.364368625143543,22,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,20,6,1,1,20,1,1,149,"list(R_CV=0.46,S_CV=0.087)",0.315641158213839,0.364368625143543,20,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,20,6,1,1,20,1,1,149,"list(R_CV=0.46,S_CV=0.087)",0.315641158213839,0.364368625143543,16,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,20,6,1,1,20,1,1,149,"list(R_CV=0.46,S_CV=0.087)",0.315641158213839,0.364368625143543,8,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,20,6,1,1,20,1,1,149,"list(R_CV=0.46,S_CV=0.087)",0.315641158213839,0.364368625143543,0,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,60,6,1,1,20,1,1,149,"list(R_CV=0.46,S_CV=0.087)",0.315641158213839,0.364368625143543,22,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,60,6,1,1,20,1,1,149,"list(R_CV=0.46,S_CV=0.087)",0.315641158213839,0.364368625143543,20,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,60,6,1,1,20,1,1,149,"list(R_CV=0.46,S_CV=0.087)",0.315641158213839,0.364368625143543,16,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,60,6,1,1,20,1,1,149,"list(R_CV=0.46,S_CV=0.087)",0.315641158213839,0.364368625143543,8,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,60,6,1,1,20,1,1,149,"list(R_CV=0.46,S_CV=0.087)",0.315641158213839,0.364368625143543,0,-3,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,20,6,1,1,40,1,1,149,"list(R_CV=0.46,S_CV=0.087)",0.473562358771451,0.428064060010947,22,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
4,20,6,1,1,40,1,1,149,"list(R_CV=0.46,S_CV=0.087)",0.473562358771451,0.428064060010947,20,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
8,20,6,1,1,40,1,1,149,"list(R_CV=0.46,S_CV=0.087)",0.473562358771451,0.428064060010947,16,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
16,20,6,1,1,40,1,1,149,"list(R_CV=0.46,S_CV=0.087)",0.473562358771451,0.428064060010947,8,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
24,20,6,1,1,40,1,1,149,"list(R_CV=0.46,S_CV=0.087)",0.473562358771451,0.428064060010947,0,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
2,60,6,1,1,40,1,1,149,"list(R_CV=0.46,S_CV=0.087)",0.473562358771451,0.428064060010947,22,17,20,15,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch15",7
